04/16-14:46:30.611213 ,"ICMP connection attempt",192.168.1.10,,172.16.115.20,,14717
04/16-16:02:04.169928 ,"TELNET connection attempt",172.16.116.194,34695,209.67.29.11,80,30031
04/16-16:02:04.180393 ,"TELNET connection attempt",172.16.116.194,34696,209.67.29.11,80,30035
04/16-16:02:04.185789 ,"TELNET connection attempt",172.16.116.194,34696,209.67.29.11,80,30036
04/16-16:02:04.200531 ,"TELNET connection attempt",172.16.116.194,34696,209.67.29.11,80,30037
04/16-16:02:04.222489 ,"TELNET connection attempt",172.16.116.194,34696,209.67.29.11,80,30041
04/16-16:02:04.228098 ,"TELNET connection attempt",172.16.116.194,34696,209.67.29.11,80,30043
04/16-16:02:04.232232 ,"TELNET connection attempt",172.16.116.194,34696,209.67.29.11,80,30044
04/16-16:02:04.240121 ,"TELNET connection attempt",172.16.116.194,34697,209.67.29.11,80,30048
04/16-16:02:04.245522 ,"TELNET connection attempt",172.16.116.194,34697,209.67.29.11,80,30049
04/16-16:02:04.245772 ,"TELNET connection attempt",172.16.116.194,34697,209.67.29.11,80,30050
04/16-16:02:04.272519 ,"TELNET connection attempt",172.16.116.194,34697,209.67.29.11,80,30053
04/16-16:02:04.283117 ,"TELNET connection attempt",172.16.116.194,34697,209.67.29.11,80,30060
04/16-16:02:04.293463 ,"TELNET connection attempt",172.16.116.194,34697,209.67.29.11,80,30064
04/16-16:02:04.297656 ,"TELNET connection attempt",172.16.116.194,34697,209.67.29.11,80,30065
04/16-16:02:04.298097 ,"TELNET connection attempt",172.16.116.194,34697,209.67.29.11,80,30066
04/16-16:02:04.306422 ,"TELNET connection attempt",172.16.116.194,34698,209.67.29.11,80,30070
04/16-16:02:04.311838 ,"TELNET connection attempt",172.16.116.194,34698,209.67.29.11,80,30071
04/16-16:02:04.312080 ,"TELNET connection attempt",172.16.116.194,34698,209.67.29.11,80,30072
04/16-16:02:04.342499 ,"TELNET connection attempt",172.16.116.194,34698,209.67.29.11,80,30076
04/16-16:02:04.347642 ,"TELNET connection attempt",172.16.116.194,34698,209.67.29.11,80,30078
04/16-16:02:04.348137 ,"TELNET connection attempt",172.16.116.194,34698,209.67.29.11,80,30079
04/16-16:02:04.356288 ,"TELNET connection attempt",172.16.116.194,34699,209.67.29.11,80,30083
04/16-16:02:04.361705 ,"TELNET connection attempt",172.16.116.194,34699,209.67.29.11,80,30084
04/16-16:02:04.361968 ,"TELNET connection attempt",172.16.116.194,34699,209.67.29.11,80,30085
04/16-16:02:04.381008 ,"TELNET connection attempt",172.16.116.194,34699,209.67.29.11,80,30089
04/16-16:02:04.392247 ,"TELNET connection attempt",172.16.116.194,34699,209.67.29.11,80,30090
04/16-16:02:04.400381 ,"TELNET connection attempt",172.16.116.194,34700,209.67.29.11,80,30095
04/16-16:02:04.405790 ,"TELNET connection attempt",172.16.116.194,34700,209.67.29.11,80,30096
04/16-16:02:04.406029 ,"TELNET connection attempt",172.16.116.194,34700,209.67.29.11,80,30097
04/16-16:02:04.432489 ,"TELNET connection attempt",172.16.116.194,34700,209.67.29.11,80,30100
04/16-16:02:04.437782 ,"TELNET connection attempt",172.16.116.194,34700,209.67.29.11,80,30102
04/16-16:02:04.438149 ,"TELNET connection attempt",172.16.116.194,34700,209.67.29.11,80,30103
04/16-16:02:05.346558 ,"TELNET connection attempt",172.16.116.194,34701,134.205.165.120,80,30118
04/16-16:02:05.353339 ,"TELNET connection attempt",172.16.116.194,34701,134.205.165.120,80,30119
04/16-16:02:05.353591 ,"TELNET connection attempt",172.16.116.194,34701,134.205.165.120,80,30120
04/16-16:02:05.382503 ,"TELNET connection attempt",172.16.116.194,34701,134.205.165.120,80,30124
04/16-16:02:05.390067 ,"TELNET connection attempt",172.16.116.194,34701,134.205.165.120,80,30126
04/16-16:02:05.393877 ,"TELNET connection attempt",172.16.116.194,34701,134.205.165.120,80,30128
04/16-16:02:05.418597 ,"TELNET connection attempt",172.16.116.194,34702,134.205.165.120,80,30134
04/16-16:02:05.423532 ,"TELNET connection attempt",172.16.116.194,34702,134.205.165.120,80,30135
04/16-16:02:05.423779 ,"TELNET connection attempt",172.16.116.194,34702,134.205.165.120,80,30136
04/16-16:02:05.462511 ,"TELNET connection attempt",172.16.116.194,34702,134.205.165.120,80,30141
04/16-16:02:05.472508 ,"TELNET connection attempt",172.16.116.194,34702,134.205.165.120,80,30145
04/16-16:02:05.482628 ,"TELNET connection attempt",172.16.116.194,34702,134.205.165.120,80,30149
04/16-16:02:05.492548 ,"TELNET connection attempt",172.16.116.194,34702,134.205.165.120,80,30152
04/16-16:02:05.503725 ,"TELNET connection attempt",172.16.116.194,34702,134.205.165.120,80,30155
04/16-16:02:05.510365 ,"TELNET connection attempt",172.16.116.194,34702,134.205.165.120,80,30156
04/16-16:02:05.522801 ,"TELNET connection attempt",172.16.116.194,34702,134.205.165.120,80,30161
04/16-16:02:05.547711 ,"TELNET connection attempt",172.16.116.194,34703,134.205.165.120,80,30169
04/16-16:02:05.552657 ,"TELNET connection attempt",172.16.116.194,34703,134.205.165.120,80,30170
04/16-16:02:05.552900 ,"TELNET connection attempt",172.16.116.194,34703,134.205.165.120,80,30171
04/16-16:02:05.575197 ,"TELNET connection attempt",172.16.116.194,34703,134.205.165.120,80,30174
04/16-16:02:05.575573 ,"TELNET connection attempt",172.16.116.194,34703,134.205.165.120,80,30175
04/16-16:02:05.581084 ,"TELNET connection attempt",172.16.116.194,34704,134.205.165.120,80,30179
04/16-16:02:05.584288 ,"TELNET connection attempt",172.16.116.194,34704,134.205.165.120,80,30180
04/16-16:02:05.584526 ,"TELNET connection attempt",172.16.116.194,34704,134.205.165.120,80,30181
04/16-16:02:05.604217 ,"TELNET connection attempt",172.16.116.194,34704,134.205.165.120,80,30184
04/16-16:02:05.604580 ,"TELNET connection attempt",172.16.116.194,34704,134.205.165.120,80,30185
04/16-16:02:05.609915 ,"TELNET connection attempt",172.16.116.194,34705,134.205.165.120,80,30189
04/16-16:02:05.613302 ,"TELNET connection attempt",172.16.116.194,34705,134.205.165.120,80,30190
04/16-16:02:05.613550 ,"TELNET connection attempt",172.16.116.194,34705,134.205.165.120,80,30191
04/16-16:02:05.642487 ,"TELNET connection attempt",172.16.116.194,34705,134.205.165.120,80,30197
04/16-16:02:05.652500 ,"TELNET connection attempt",172.16.116.194,34705,134.205.165.120,80,30202
04/16-16:02:05.657485 ,"TELNET connection attempt",172.16.116.194,34705,134.205.165.120,80,30203
04/16-16:02:05.657851 ,"TELNET connection attempt",172.16.116.194,34705,134.205.165.120,80,30204
04/16-16:02:05.663414 ,"TELNET connection attempt",172.16.116.194,34706,134.205.165.120,80,30208
04/16-16:02:05.666404 ,"TELNET connection attempt",172.16.116.194,34706,134.205.165.120,80,30209
04/16-16:02:05.666644 ,"TELNET connection attempt",172.16.116.194,34706,134.205.165.120,80,30210
04/16-16:02:05.686655 ,"TELNET connection attempt",172.16.116.194,34706,134.205.165.120,80,30213
04/16-16:02:05.687015 ,"TELNET connection attempt",172.16.116.194,34706,134.205.165.120,80,30214
04/16-16:02:05.693002 ,"TELNET connection attempt",172.16.116.194,34707,134.205.165.120,80,30218
04/16-16:02:05.695762 ,"TELNET connection attempt",172.16.116.194,34707,134.205.165.120,80,30219
04/16-16:02:05.696018 ,"TELNET connection attempt",172.16.116.194,34707,134.205.165.120,80,30220
04/16-16:02:05.716704 ,"TELNET connection attempt",172.16.116.194,34707,134.205.165.120,80,30223
04/16-16:02:05.717070 ,"TELNET connection attempt",172.16.116.194,34707,134.205.165.120,80,30224
04/16-16:02:11.714491 ,"TELNET connection attempt",172.16.113.168,34708,204.140.13.69,80,30326
04/16-16:02:11.720414 ,"TELNET connection attempt",172.16.113.168,34708,204.140.13.69,80,30327
04/16-16:02:11.720632 ,"TELNET connection attempt",172.16.113.168,34708,204.140.13.69,80,30328
04/16-16:02:11.762550 ,"TELNET connection attempt",172.16.113.168,34708,204.140.13.69,80,30332
04/16-16:02:11.766850 ,"TELNET connection attempt",172.16.113.168,34708,204.140.13.69,80,30334
04/16-16:02:11.767225 ,"TELNET connection attempt",172.16.113.168,34708,204.140.13.69,80,30335
04/16-16:02:11.774083 ,"TELNET connection attempt",172.16.113.168,34709,204.140.13.69,80,30339
04/16-16:02:11.778122 ,"TELNET connection attempt",172.16.113.168,34709,204.140.13.69,80,30340
04/16-16:02:11.778381 ,"TELNET connection attempt",172.16.113.168,34709,204.140.13.69,80,30341
04/16-16:02:11.822602 ,"TELNET connection attempt",172.16.113.168,34709,204.140.13.69,80,30345
04/16-16:02:11.832584 ,"TELNET connection attempt",172.16.113.168,34709,204.140.13.69,80,30349
04/16-16:02:11.842575 ,"TELNET connection attempt",172.16.113.168,34709,204.140.13.69,80,30353
04/16-16:02:11.853352 ,"TELNET connection attempt",172.16.113.168,34709,204.140.13.69,80,30356
04/16-16:02:11.862898 ,"TELNET connection attempt",172.16.113.168,34709,204.140.13.69,80,30359
04/16-16:02:11.873705 ,"TELNET connection attempt",172.16.113.168,34709,204.140.13.69,80,30362
04/16-16:02:11.882899 ,"TELNET connection attempt",172.16.113.168,34709,204.140.13.69,80,30365
04/16-16:02:11.883094 ,"TELNET connection attempt",172.16.113.168,34709,204.140.13.69,80,30366
04/16-16:02:11.883465 ,"TELNET connection attempt",172.16.113.168,34709,204.140.13.69,80,30367
04/16-16:02:22.684851 ,"TELNET connection attempt",172.16.116.194,34711,205.131.175.20,80,30549
04/16-16:02:22.691390 ,"TELNET connection attempt",172.16.116.194,34711,205.131.175.20,80,30550
04/16-16:02:22.691589 ,"TELNET connection attempt",172.16.116.194,34711,205.131.175.20,80,30551
04/16-16:02:22.762705 ,"TELNET connection attempt",172.16.116.194,34711,205.131.175.20,80,30558
04/16-16:02:22.772723 ,"TELNET connection attempt",172.16.116.194,34711,205.131.175.20,80,30562
04/16-16:02:22.776529 ,"TELNET connection attempt",172.16.116.194,34711,205.131.175.20,80,30563
04/16-16:02:22.776901 ,"TELNET connection attempt",172.16.116.194,34711,205.131.175.20,80,30564
04/16-16:02:22.804476 ,"TELNET connection attempt",172.16.116.194,34712,205.131.175.20,80,30568
04/16-16:02:22.809190 ,"TELNET connection attempt",172.16.116.194,34712,205.131.175.20,80,30569
04/16-16:02:22.809431 ,"TELNET connection attempt",172.16.116.194,34712,205.131.175.20,80,30570
04/16-16:02:22.852695 ,"TELNET connection attempt",172.16.116.194,34712,205.131.175.20,80,30574
04/16-16:02:22.862711 ,"TELNET connection attempt",172.16.116.194,34712,205.131.175.20,80,30578
04/16-16:02:22.872738 ,"TELNET connection attempt",172.16.116.194,34712,205.131.175.20,80,30585
04/16-16:02:22.882796 ,"TELNET connection attempt",172.16.116.194,34712,205.131.175.20,80,30588
04/16-16:02:22.892846 ,"TELNET connection attempt",172.16.116.194,34712,205.131.175.20,80,30591
04/16-16:02:22.899902 ,"TELNET connection attempt",172.16.116.194,34712,205.131.175.20,80,30593
04/16-16:02:22.900310 ,"TELNET connection attempt",172.16.116.194,34712,205.131.175.20,80,30594
04/16-16:02:22.927396 ,"TELNET connection attempt",172.16.116.194,34713,205.131.175.20,80,30606
04/16-16:02:22.932061 ,"TELNET connection attempt",172.16.116.194,34713,205.131.175.20,80,30608
04/16-16:02:22.932331 ,"TELNET connection attempt",172.16.116.194,34713,205.131.175.20,80,30609
04/16-16:02:22.966054 ,"TELNET connection attempt",172.16.116.194,34713,205.131.175.20,80,30612
04/16-16:02:22.966426 ,"TELNET connection attempt",172.16.116.194,34713,205.131.175.20,80,30613
04/16-16:02:22.971383 ,"TELNET connection attempt",172.16.116.194,34714,205.131.175.20,80,30617
04/16-16:02:22.974661 ,"TELNET connection attempt",172.16.116.194,34714,205.131.175.20,80,30618
04/16-16:02:22.974913 ,"TELNET connection attempt",172.16.116.194,34714,205.131.175.20,80,30619
04/16-16:02:22.994443 ,"TELNET connection attempt",172.16.116.194,34714,205.131.175.20,80,30622
04/16-16:02:22.994789 ,"TELNET connection attempt",172.16.116.194,34714,205.131.175.20,80,30623
04/16-16:02:22.999642 ,"TELNET connection attempt",172.16.116.194,34715,205.131.175.20,80,30627
04/16-16:02:23.002978 ,"TELNET connection attempt",172.16.116.194,34715,205.131.175.20,80,30628
04/16-16:02:23.003245 ,"TELNET connection attempt",172.16.116.194,34715,205.131.175.20,80,30629
04/16-16:02:23.032692 ,"TELNET connection attempt",172.16.116.194,34715,205.131.175.20,80,30633
04/16-16:02:23.040001 ,"TELNET connection attempt",172.16.116.194,34715,205.131.175.20,80,30635
04/16-16:02:23.040366 ,"TELNET connection attempt",172.16.116.194,34715,205.131.175.20,80,30636
04/16-16:02:23.045273 ,"TELNET connection attempt",172.16.116.194,34716,205.131.175.20,80,30640
04/16-16:02:23.048401 ,"TELNET connection attempt",172.16.116.194,34716,205.131.175.20,80,30641
04/16-16:02:23.048639 ,"TELNET connection attempt",172.16.116.194,34716,205.131.175.20,80,30642
04/16-16:02:23.066111 ,"TELNET connection attempt",172.16.116.194,34716,205.131.175.20,80,30645
04/16-16:02:23.066474 ,"TELNET connection attempt",172.16.116.194,34716,205.131.175.20,80,30646
04/16-16:02:25.745413 ,"TELNET connection attempt",172.16.112.149,34717,204.71.200.74,80,30665
04/16-16:02:25.749913 ,"TELNET connection attempt",172.16.112.149,34717,204.71.200.74,80,30666
04/16-16:02:25.750222 ,"TELNET connection attempt",172.16.112.149,34717,204.71.200.74,80,30667
04/16-16:02:25.782759 ,"TELNET connection attempt",172.16.112.149,34717,204.71.200.74,80,30671
04/16-16:02:25.792785 ,"TELNET connection attempt",172.16.112.149,34717,204.71.200.74,80,30675
04/16-16:02:25.799577 ,"TELNET connection attempt",172.16.112.149,34717,204.71.200.74,80,30677
04/16-16:02:25.806782 ,"TELNET connection attempt",172.16.112.149,34717,204.71.200.74,80,30679
04/16-16:02:25.856475 ,"TELNET connection attempt",172.16.112.149,34718,204.71.200.129,80,30684
04/16-16:02:25.860781 ,"TELNET connection attempt",172.16.112.149,34718,204.71.200.129,80,30685
04/16-16:02:25.861116 ,"TELNET connection attempt",172.16.112.149,34718,204.71.200.129,80,30686
04/16-16:02:25.892727 ,"TELNET connection attempt",172.16.112.149,34718,204.71.200.129,80,30689
04/16-16:02:25.899744 ,"TELNET connection attempt",172.16.112.149,34718,204.71.200.129,80,30691
04/16-16:02:25.900116 ,"TELNET connection attempt",172.16.112.149,34718,204.71.200.129,80,30692
04/16-16:02:25.905497 ,"TELNET connection attempt",172.16.112.149,34719,204.71.200.129,80,30696
04/16-16:02:25.909838 ,"TELNET connection attempt",172.16.112.149,34719,204.71.200.129,80,30697
04/16-16:02:25.910155 ,"TELNET connection attempt",172.16.112.149,34719,204.71.200.129,80,30698
04/16-16:02:25.931249 ,"TELNET connection attempt",172.16.112.149,34719,204.71.200.129,80,30702
04/16-16:02:25.931737 ,"TELNET connection attempt",172.16.112.149,34719,204.71.200.129,80,30706
04/16-16:02:25.937401 ,"TELNET connection attempt",172.16.112.149,34720,204.71.200.129,80,30711
04/16-16:02:25.941733 ,"TELNET connection attempt",172.16.112.149,34720,204.71.200.129,80,30712
04/16-16:02:25.942044 ,"TELNET connection attempt",172.16.112.149,34720,204.71.200.129,80,30713
04/16-16:02:25.960327 ,"TELNET connection attempt",172.16.112.149,34720,204.71.200.129,80,30716
04/16-16:02:25.960567 ,"TELNET connection attempt",172.16.112.149,34720,204.71.200.129,80,30717
04/16-16:02:27.628046 ,"TELNET connection attempt",172.16.113.168,34721,204.71.200.205,80,30762
04/16-16:02:27.633005 ,"TELNET connection attempt",172.16.113.168,34721,204.71.200.205,80,30763
04/16-16:02:27.645856 ,"TELNET connection attempt",172.16.113.168,34721,204.71.200.205,80,30764
04/16-16:02:27.682770 ,"TELNET connection attempt",172.16.113.168,34721,204.71.200.205,80,30768
04/16-16:02:27.692768 ,"TELNET connection attempt",172.16.113.168,34721,204.71.200.205,80,30772
04/16-16:02:27.702780 ,"TELNET connection attempt",172.16.113.168,34721,204.71.200.205,80,30776
04/16-16:02:27.712797 ,"TELNET connection attempt",172.16.113.168,34721,204.71.200.205,80,30779
04/16-16:02:27.722881 ,"TELNET connection attempt",172.16.113.168,34721,204.71.200.205,80,30782
04/16-16:02:27.733106 ,"TELNET connection attempt",172.16.113.168,34721,204.71.200.205,80,30786
04/16-16:02:27.734457 ,"TELNET connection attempt",172.16.113.168,34721,204.71.200.205,80,30789
04/16-16:02:27.741554 ,"TELNET connection attempt",172.16.113.168,34721,204.71.200.205,80,30790
04/16-16:02:27.744015 ,"TELNET connection attempt",172.16.113.168,34721,204.71.200.205,80,30794
04/16-16:02:30.041654 ,"TELNET connection attempt",135.13.216.191,8258,172.16.112.100,80,59504
04/16-16:02:30.042600 ,"TELNET connection attempt",135.13.216.191,8258,172.16.112.100,80,59505
04/16-16:02:30.043280 ,"TELNET connection attempt",135.13.216.191,8258,172.16.112.100,80,59506
04/16-16:02:30.097674 ,"TELNET connection attempt",135.13.216.191,8258,172.16.112.100,80,59507
04/16-16:02:30.107691 ,"TELNET connection attempt",135.13.216.191,8258,172.16.112.100,80,59509
04/16-16:02:30.117674 ,"TELNET connection attempt",135.13.216.191,8258,172.16.112.100,80,59510
04/16-16:02:30.118706 ,"TELNET connection attempt",135.13.216.191,8258,172.16.112.100,80,59512
04/16-16:02:30.118922 ,"TELNET connection attempt",135.13.216.191,8258,172.16.112.100,80,59513
04/16-16:02:30.151106 ,"TELNET connection attempt",135.13.216.191,8256,172.16.112.100,80,59515
04/16-16:02:30.151339 ,"TELNET connection attempt",135.13.216.191,8259,172.16.112.100,80,59516
04/16-16:02:30.152331 ,"TELNET connection attempt",135.13.216.191,8259,172.16.112.100,80,59517
04/16-16:02:30.153218 ,"TELNET connection attempt",135.13.216.191,8259,172.16.112.100,80,59518
04/16-16:02:30.160507 ,"TELNET connection attempt",135.13.216.191,8259,172.16.112.100,80,59519
04/16-16:02:30.160972 ,"TELNET connection attempt",135.13.216.191,8259,172.16.112.100,80,59520
04/16-16:02:31.358726 ,"TELNET connection attempt",172.16.112.194,34724,204.71.200.30,80,30910
04/16-16:02:31.363174 ,"TELNET connection attempt",172.16.112.194,34724,204.71.200.30,80,30911
04/16-16:02:31.363477 ,"TELNET connection attempt",172.16.112.194,34724,204.71.200.30,80,30912
04/16-16:02:31.412794 ,"TELNET connection attempt",172.16.112.194,34724,204.71.200.30,80,30919
04/16-16:02:31.418573 ,"TELNET connection attempt",172.16.112.194,34724,204.71.200.30,80,30921
04/16-16:02:31.419054 ,"TELNET connection attempt",172.16.112.194,34724,204.71.200.30,80,30922
04/16-16:02:31.447118 ,"TELNET connection attempt",172.16.112.194,34725,204.71.200.129,80,30927
04/16-16:02:31.451455 ,"TELNET connection attempt",172.16.112.194,34725,204.71.200.129,80,30929
04/16-16:02:31.451815 ,"TELNET connection attempt",172.16.112.194,34725,204.71.200.129,80,30930
04/16-16:02:31.482824 ,"TELNET connection attempt",172.16.112.194,34725,204.71.200.129,80,30936
04/16-16:02:31.486920 ,"TELNET connection attempt",172.16.112.194,34725,204.71.200.129,80,30938
04/16-16:02:31.487334 ,"TELNET connection attempt",172.16.112.194,34725,204.71.200.129,80,30939
04/16-16:02:31.491311 ,"TELNET connection attempt",172.16.112.194,34726,204.71.200.129,80,30945
04/16-16:02:31.494685 ,"TELNET connection attempt",172.16.112.194,34726,204.71.200.129,80,30946
04/16-16:02:31.519339 ,"TELNET connection attempt",172.16.112.194,34726,204.71.200.129,80,30948
04/16-16:02:31.562854 ,"TELNET connection attempt",172.16.112.194,34726,204.71.200.129,80,30953
04/16-16:02:31.572819 ,"TELNET connection attempt",172.16.112.194,34726,204.71.200.129,80,30957
04/16-16:02:31.581149 ,"TELNET connection attempt",172.16.112.194,34726,204.71.200.129,80,30959
04/16-16:02:31.584668 ,"TELNET connection attempt",172.16.112.194,34726,204.71.200.129,80,30962
04/16-16:02:32.603426 ,"FTP connection attempt",172.16.113.148,34727,197.218.177.69,21,31001
04/16-16:02:32.604498 ,"FTP connection attempt",172.16.113.148,34727,197.218.177.69,21,31002
04/16-16:02:32.731088 ,"FTP connection attempt",172.16.113.148,34727,197.218.177.69,21,31008
04/16-16:02:35.485036 ,"TELNET connection attempt",172.16.112.194,34728,134.205.131.26,80,31081
04/16-16:02:35.490278 ,"TELNET connection attempt",172.16.112.194,34728,134.205.131.26,80,31082
04/16-16:02:35.490547 ,"TELNET connection attempt",172.16.112.194,34728,134.205.131.26,80,31083
04/16-16:02:35.552841 ,"TELNET connection attempt",172.16.112.194,34728,134.205.131.26,80,31090
04/16-16:02:35.557658 ,"TELNET connection attempt",172.16.112.194,34728,134.205.131.26,80,31092
04/16-16:02:35.558031 ,"TELNET connection attempt",172.16.112.194,34728,134.205.131.26,80,31093
04/16-16:02:35.572122 ,"TELNET connection attempt",172.16.112.194,34729,134.205.131.26,80,31097
04/16-16:02:35.577321 ,"TELNET connection attempt",172.16.112.194,34729,134.205.131.26,80,31098
04/16-16:02:35.577646 ,"TELNET connection attempt",172.16.112.194,34729,134.205.131.26,80,31099
04/16-16:02:35.599878 ,"TELNET connection attempt",172.16.112.194,34729,134.205.131.26,80,31101
04/16-16:02:35.600174 ,"TELNET connection attempt",172.16.112.194,34729,134.205.131.26,80,31102
04/16-16:02:35.605234 ,"TELNET connection attempt",172.16.112.194,34730,134.205.131.26,80,31106
04/16-16:02:35.609453 ,"TELNET connection attempt",172.16.112.194,34730,134.205.131.26,80,31107
04/16-16:02:35.609759 ,"TELNET connection attempt",172.16.112.194,34730,134.205.131.26,80,31108
04/16-16:02:35.642874 ,"TELNET connection attempt",172.16.112.194,34730,134.205.131.26,80,31111
04/16-16:02:35.649024 ,"TELNET connection attempt",172.16.112.194,34730,134.205.131.26,80,31113
04/16-16:02:35.649377 ,"TELNET connection attempt",172.16.112.194,34730,134.205.131.26,80,31114
04/16-16:02:35.654673 ,"TELNET connection attempt",172.16.112.194,34731,134.205.131.26,80,31118
04/16-16:02:35.658504 ,"TELNET connection attempt",172.16.112.194,34731,134.205.131.26,80,31119
04/16-16:02:35.658826 ,"TELNET connection attempt",172.16.112.194,34731,134.205.131.26,80,31120
04/16-16:02:35.682844 ,"TELNET connection attempt",172.16.112.194,34731,134.205.131.26,80,31123
04/16-16:02:35.690494 ,"TELNET connection attempt",172.16.112.194,34731,134.205.131.26,80,31125
04/16-16:02:35.690908 ,"TELNET connection attempt",172.16.112.194,34731,134.205.131.26,80,31127
04/16-16:02:35.696815 ,"TELNET connection attempt",172.16.112.194,34732,134.205.131.26,80,31132
04/16-16:02:35.700004 ,"TELNET connection attempt",172.16.112.194,34732,134.205.131.26,80,31133
04/16-16:02:35.700327 ,"TELNET connection attempt",172.16.112.194,34732,134.205.131.26,80,31134
04/16-16:02:35.719959 ,"TELNET connection attempt",172.16.112.194,34732,134.205.131.26,80,31137
04/16-16:02:35.720335 ,"TELNET connection attempt",172.16.112.194,34732,134.205.131.26,80,31138
04/16-16:02:35.725229 ,"TELNET connection attempt",172.16.112.194,34733,134.205.131.26,80,31142
04/16-16:02:35.729619 ,"TELNET connection attempt",172.16.112.194,34733,134.205.131.26,80,31143
04/16-16:02:35.729944 ,"TELNET connection attempt",172.16.112.194,34733,134.205.131.26,80,31144
04/16-16:02:35.802840 ,"TELNET connection attempt",172.16.112.194,34733,134.205.131.26,80,31148
04/16-16:02:35.812846 ,"TELNET connection attempt",172.16.112.194,34733,134.205.131.26,80,31152
04/16-16:02:35.823027 ,"TELNET connection attempt",172.16.112.194,34733,134.205.131.26,80,31156
04/16-16:02:35.833060 ,"TELNET connection attempt",172.16.112.194,34733,134.205.131.26,80,31159
04/16-16:02:35.844445 ,"TELNET connection attempt",172.16.112.194,34733,134.205.131.26,80,31162
04/16-16:02:35.856018 ,"TELNET connection attempt",172.16.112.194,34733,134.205.131.26,80,31165
04/16-16:02:35.862576 ,"TELNET connection attempt",172.16.112.194,34733,134.205.131.26,80,31168
04/16-16:02:35.863078 ,"TELNET connection attempt",172.16.112.194,34733,134.205.131.26,80,31171
04/16-16:02:35.900221 ,"TELNET connection attempt",172.16.112.194,34734,134.205.131.26,80,31186
04/16-16:02:35.905426 ,"TELNET connection attempt",172.16.112.194,34734,134.205.131.26,80,31187
04/16-16:02:35.905737 ,"TELNET connection attempt",172.16.112.194,34734,134.205.131.26,80,31188
04/16-16:02:35.926721 ,"TELNET connection attempt",172.16.112.194,34734,134.205.131.26,80,31190
04/16-16:02:35.927070 ,"TELNET connection attempt",172.16.112.194,34734,134.205.131.26,80,31191
04/16-16:02:37.284403 ,"FTP connection attempt",172.16.113.148,34727,197.218.177.69,21,31232
04/16-16:02:37.330777 ,"FTP connection attempt",172.16.113.148,34727,197.218.177.69,21,31234
04/16-16:02:44.064476 ,"FTP connection attempt",172.16.113.148,34727,197.218.177.69,21,31300
04/16-16:02:44.071478 ,"FTP connection attempt",172.16.113.148,34727,197.218.177.69,21,31302
04/16-16:02:44.130378 ,"FTP connection attempt",172.16.113.148,34727,197.218.177.69,21,31304
04/16-16:02:56.479402 ,"TELNET connection attempt",172.16.113.148,34735,205.227.44.16,80,31706
04/16-16:02:56.482754 ,"TELNET connection attempt",172.16.113.148,34735,205.227.44.16,80,31707
04/16-16:02:56.491671 ,"TELNET connection attempt",172.16.113.148,34735,205.227.44.16,80,31708
04/16-16:02:56.523094 ,"TELNET connection attempt",172.16.113.148,34735,205.227.44.16,80,31715
04/16-16:02:56.524781 ,"FTP connection attempt",172.16.113.148,34727,197.218.177.69,21,31716
04/16-16:02:56.526833 ,"FTP connection attempt",172.16.113.148,34727,197.218.177.69,21,31718
04/16-16:02:56.529981 ,"TELNET connection attempt",172.16.113.148,34735,205.227.44.16,80,31720
04/16-16:02:56.533084 ,"TELNET connection attempt",172.16.113.148,34735,205.227.44.16,80,31725
04/16-16:02:56.540324 ,"TELNET connection attempt",172.16.113.148,34735,205.227.44.16,80,31729
04/16-16:02:56.545238 ,"TELNET connection attempt",172.16.113.148,34735,205.227.44.16,80,31736
04/16-16:02:56.561402 ,"TELNET connection attempt",172.16.113.148,34737,205.227.44.16,80,31745
04/16-16:02:56.564670 ,"TELNET connection attempt",172.16.113.148,34737,205.227.44.16,80,31746
04/16-16:02:56.565005 ,"TELNET connection attempt",172.16.113.148,34737,205.227.44.16,80,31747
04/16-16:02:56.582106 ,"TELNET connection attempt",172.16.113.148,34737,205.227.44.16,80,31750
04/16-16:02:56.582514 ,"TELNET connection attempt",172.16.113.148,34737,205.227.44.16,80,31751
04/16-16:02:56.586549 ,"TELNET connection attempt",172.16.113.148,34738,205.227.44.16,80,31755
04/16-16:02:56.587952 ,"TELNET connection attempt",172.16.113.148,34738,205.227.44.16,80,31756
04/16-16:02:56.588287 ,"TELNET connection attempt",172.16.113.148,34738,205.227.44.16,80,31757
04/16-16:02:56.605806 ,"TELNET connection attempt",172.16.113.148,34738,205.227.44.16,80,31761
04/16-16:02:56.606171 ,"TELNET connection attempt",172.16.113.148,34738,205.227.44.16,80,31762
04/16-16:02:56.610666 ,"TELNET connection attempt",172.16.113.148,34739,205.227.44.16,80,31767
04/16-16:02:56.613970 ,"TELNET connection attempt",172.16.113.148,34739,205.227.44.16,80,31768
04/16-16:02:56.614299 ,"TELNET connection attempt",172.16.113.148,34739,205.227.44.16,80,31769
04/16-16:02:56.631118 ,"TELNET connection attempt",172.16.113.148,34739,205.227.44.16,80,31772
04/16-16:02:56.631467 ,"TELNET connection attempt",172.16.113.148,34739,205.227.44.16,80,31773
04/16-16:02:56.635553 ,"TELNET connection attempt",172.16.113.148,34740,199.95.209.99,80,31777
04/16-16:02:56.637862 ,"TELNET connection attempt",172.16.113.148,34740,199.95.209.99,80,31778
04/16-16:02:56.638223 ,"TELNET connection attempt",172.16.113.148,34740,199.95.209.99,80,31779
